model_id,model_slug,objective,condition,seed,target,target_idx,dataset_kind,train_per_class,test_per_class,steps,batch_size,geom_dim,concern_weight,final_loss,target_margin,target_margin_z,specificity_z,target_rank_percentile,target_centroid_margin_z,target_knn_purity_z,target_effective_rank_z,target_knn_purity,target_f1,accuracy
distilbert-base-uncased,distilbert_base_uncased,jepa,uniform,20260986,sci.space,3,20newsgroups,96,96,90,32,32,8.0,1.2738242149353027,0.0817464843559208,-0.7172100135584346,-0.9562800180779127,0.25,-0.9721022598601999,-1.1215813112765376,0.37230046167217873,0.8385416666666666,0.8540540540540539,0.9114583333333334
distilbert-base-uncased,distilbert_base_uncased,jepa,concern,20260986,comp.graphics,0,20newsgroups,96,96,90,32,32,8.0,0.9749319553375244,0.01894030992045658,-0.9095905459149074,-1.2127873945532097,0.25,-0.5530788383197345,-0.8388773979629703,1.7081210383379406,0.859375,0.8811881188118813,0.9036458333333334
distilbert-base-uncased,distilbert_base_uncased,jepa,random_matched,20260986,comp.graphics,0,20newsgroups,96,96,90,32,32,8.0,1.1946533918380737,0.06326740484698402,-0.7185070296311823,-0.9580093728415764,0.25,-0.7075071627344877,-0.7980263489838414,-1.5104344347862775,0.84765625,0.8947368421052632,0.90625
distilbert-base-uncased,distilbert_base_uncased,jepa,concern,20260986,rec.sport.hockey,1,20newsgroups,96,96,90,32,32,8.0,1.1887376308441162,0.7951383555316444,1.6922388204553147,2.256318427273753,1.0,1.654191715010518,1.5471969659635965,0.29701347846828235,0.96875,0.9789473684210526,0.9036458333333334
distilbert-base-uncased,distilbert_base_uncased,jepa,random_matched,20260986,rec.sport.hockey,1,20newsgroups,96,96,90,32,32,8.0,1.3628977537155151,0.9064010996686663,1.7285871492795473,2.304782865706063,1.0,1.6414917559922477,1.3779972190794294,-0.11609653636097941,0.9752604166666666,0.9791666666666666,0.9166666666666666
distilbert-base-uncased,distilbert_base_uncased,jepa,concern,20260986,sci.med,2,20newsgroups,96,96,90,32,32,8.0,1.1468584537506104,0.08485107724578672,-0.5607668372194852,-0.7476891162926468,0.5,0.19702910675858568,0.548813151286985,-1.2296972368371422,0.92578125,0.910891089108911,0.9036458333333334
distilbert-base-uncased,distilbert_base_uncased,jepa,random_matched,20260986,sci.med,2,20newsgroups,96,96,90,32,32,8.0,1.251451849937439,0.20427091173034806,-0.2967026223076897,-0.3956034964102531,0.75,-0.0299449879005138,0.4054207255560024,-1.398920592429972,0.9244791666666666,0.9183673469387755,0.9088541666666666
distilbert-base-uncased,distilbert_base_uncased,jepa,concern,20260986,sci.space,3,20newsgroups,96,96,90,32,32,8.0,1.0851516723632812,0.0337660976073558,-0.9923322789760091,-1.3231097053013456,0.25,-0.630947112232766,-0.697953792072186,1.527799959989201,0.8763020833333334,0.8792270531400965,0.921875
distilbert-base-uncased,distilbert_base_uncased,jepa,random_matched,20260986,sci.space,3,20newsgroups,96,96,90,32,32,8.0,0.9685158729553223,0.12665425113915973,-0.7219009485555455,-0.9625345980740607,0.5,-1.053473315642157,-1.1100367496213135,-0.6500697365205906,0.8567708333333334,0.8540540540540539,0.9140625
distilbert-base-uncased,distilbert_base_uncased,jepa,uniform,20260987,comp.graphics,0,20newsgroups,96,96,90,32,32,8.0,1.279881238937378,0.008027924932630541,-1.0725087935452429,-1.4300117247269906,0.25,-0.7912658226805397,-1.3064521666398883,-1.1456267359866055,0.8541666666666666,0.8911917098445595,0.9192708333333334
distilbert-base-uncased,distilbert_base_uncased,jepa,uniform,20260987,rec.sport.hockey,1,20newsgroups,96,96,90,32,32,8.0,1.279881238937378,0.7509999481362964,1.5275147049737126,2.036686273298283,1.0,1.14799125662444,1.4601524215386987,1.6056755516445682,0.9596354166666666,0.968421052631579,0.9192708333333334
