augment,arch,seed,weakness_translation,weakness_wrong_group,toroidal_score,betti_match_torus,betti1_estimate,h1_top1,h1_top2,h2_top,fourier_pr,id_accuracy,ood_accuracy,final_loss,coverage,ood_arena_1,ood_arena_1_25,ood_arena_1_5,ood_arena_2
partial_translation,rnn,20261728,0.0619622970708297,0.0,0.0015245760894626514,False,33,0.5235263980576058,0.4814657194573291,0.12918915244362084,10.193545556197597,0.9225,0.73475,0.25982967019081116,1.0,0.9265,0.77575,0.72925,0.73475
partial_translation,rnn,20261828,0.5712356884939882,0.0,0.009171303187049472,False,9,0.8817385299146201,0.7724710583978219,0.034668331697028654,9.547738207932673,0.9055,0.72775,0.2876344919204712,1.0,0.90725,0.80375,0.73425,0.72775
partial_translation,rnn,20261928,0.4359246207008712,0.0,0.0,False,30,0.5460909463007764,0.5117271850787573,0.0,8.401278732627697,0.9215,0.70475,0.28964096307754517,1.0,0.88925,0.76675,0.66075,0.70475
partial_translation,rnn,20262028,0.4931562284504636,0.0,0.003412017996190133,False,27,0.6264311453076497,0.5685162833759181,0.013352120889333685,12.444247374145434,0.9135,0.7495,0.2823105454444885,1.0,0.9205,0.80025,0.7395,0.7495
partial_translation,rnn,20262128,0.4876296077758191,0.0,0.028887339440630242,False,18,0.6993681629098403,0.6020693341852552,0.10630545127500812,13.056453912762155,0.9195,0.7205,0.2632881999015808,1.0,0.90375,0.7815,0.68125,0.7205
partial_translation,rnn,20262228,0.6709982751700317,0.0,0.008096228506464636,False,23,0.6333504907795857,0.6190668705343609,0.08211566595138109,7.4493070988912,0.90925,0.763,0.2767135500907898,1.0,0.9195,0.816,0.7695,0.763
partial_translation,rnn,20262328,0.7983623842444042,0.0,0.006367372580124946,False,24,0.5614248700939892,0.5516159141396304,0.041066858713924015,8.353659879476938,0.91025,0.7285,0.1917424499988556,1.0,0.91775,0.81525,0.72925,0.7285
partial_translation,rnn,20262428,0.5232392597025414,0.0,0.0006542660330229532,False,17,0.748068250959216,0.6479218262275781,0.00261393942311261,7.803892186000697,0.92025,0.747,0.1795969307422638,1.0,0.91025,0.82775,0.745,0.747
partial_translation,rnn,20262528,0.6498540354602569,0.0,2.910516426315807e-05,False,10,0.8041743475659251,0.6971157089761228,0.000109218592616811,7.702422616946209,0.9245,0.76525,0.21701692044734955,1.0,0.914,0.80425,0.73425,0.76525
partial_translation,rnn,20262628,0.49065127219211757,0.0,0.0038680643111084915,False,28,0.565977216417274,0.48487712297466423,0.058051738185982193,6.180665916715286,0.915,0.75575,0.20577989518642426,1.0,0.92225,0.83025,0.739,0.75575
